Year,Transect,Level,Replicate,Data_taken,Fucus_maxlength,Fucus_max_species,Asco_maxlength,Asco_maxbladders
1986,20,11,1,NA,NA,NA,NA,NA
1986,20,12,1,NA,NA,NA,NA,NA
1987,20,0,1,NA,NA,NA,NA,NA
1987,20,1,1,NA,NA,NA,NA,NA
1987,20,2,1,NA,NA,NA,NA,NA
1987,20,3,1,NA,NA,NA,NA,NA
1987,20,4,1,NA,NA,NA,NA,NA
1987,20,5,1,NA,NA,NA,NA,NA
1987,20,6,1,NA,NA,NA,NA,NA
1987,20,6,2,NA,NA,NA,NA,NA
1987,20,6,3,NA,NA,NA,NA,NA
1987,20,7,1,NA,1.2,Fucus spp.,NA,NA
1987,20,8,1,NA,5,Fucus spp.,NA,NA
1987,20,9,1,NA,3,Fucus spp.,NA,NA
1987,20,9,2,NA,3.5,Fucus spp.,NA,NA
1987,20,9,3,NA,NA,NA,NA,NA
1987,20,10,1,NA,8,Fucus spp.,NA,NA
1987,20,11,1,NA,4.5,Fucus spp.,NA,NA
1987,20,12,1,NA,5,Fucus spp.,NA,NA
1987,20,12,2,NA,1.8999999999999999,Fucus spp.,NA,NA
1987,20,12,3,NA,5.5,Fucus spp.,NA,NA
1987,20,13,1,NA,NA,NA,NA,NA
1987,20,14,1,NA,NA,NA,NA,NA
1988,20,0,1,NA,NA,NA,NA,NA
1988,20,1,1,NA,NA,NA,NA,NA
1988,20,2,1,NA,NA,NA,NA,NA
1988,20,2,2,NA,NA,NA,NA,NA
1988,20,3,1,NA,NA,NA,NA,NA
1988,20,4,1,NA,NA,NA,NA,NA
1988,20,5,1,NA,NA,NA,NA,NA
1988,20,6,1,NA,2,Fucus distichus,NA,NA
1988,20,6,2,NA,NA,NA,NA,NA
1988,20,6,3,NA,5.5,Fucus distichus,NA,NA
1988,20,7,1,NA,7,Fucus distichus,NA,NA
1988,20,8,1,NA,5,Fucus distichus,NA,NA
1988,20,9,1,NA,nd,Fucus distichus,NA,NA
1988,20,9,2,NA,nd,Fucus distichus,NA,NA
1988,20,9,3,NA,8.5,Fucus distichus,NA,NA
1988,20,10,1,NA,NA,NA,NA,NA
1988,20,11,1,NA,NA,NA,NA,NA
1988,20,12,1,NA,NA,NA,NA,NA
1988,20,12,2,NA,11,Fucus distichus,NA,NA
1988,20,12,3,NA,NA,NA,NA,NA
1989,20,0,1,NA,NA,NA,NA,NA
1989,20,1,1,NA,NA,NA,NA,NA
1989,20,2,1,NA,NA,NA,NA,NA
1989,20,3,1,NA,NA,NA,NA,NA
1989,20,4,1,NA,NA,NA,NA,NA
1989,20,5,1,NA,3.5,Fucus spiralis,NA,NA
1989,20,6,1,NA,4.75,Fucus spiralis,NA,NA
1989,20,6,2,NA,NA,NA,NA,NA
1989,20,6,3,NA,1,Fucus distichus,NA,NA
1989,20,7,1,NA,5.5,Fucus distichus,NA,NA
1989,20,8,1,NA,5,Fucus distichus,NA,NA
1989,20,9,1,NA,3,Fucus distichus,NA,NA
1989,20,9,2,NA,6,Fucus distichus,NA,NA
1989,20,9,3,NA,6,Fucus distichus,NA,NA
1989,20,10,1,NA,NA,NA,NA,NA
1989,20,11,1,NA,NA,NA,NA,NA
1989,20,11,2,NA,NA,NA,NA,NA
1989,20,11,3,NA,NA,NA,NA,NA
1990,20,0,1,NA,NA,NA,NA,NA
1990,20,1,1,NA,NA,NA,NA,NA
1990,20,2,1,NA,NA,NA,NA,NA
1990,20,3,1,NA,NA,NA,NA,NA
1990,20,4,1,NA,NA,NA,NA,NA
1990,20,5,1,NA,6,Fucus spp.,NA,NA
1990,20,6,1,NA,7,Fucus spp.,NA,NA
1990,20,6,2,NA,8,Fucus spp.,NA,NA
1990,20,6,3,NA,4,Fucus spp.,NA,NA
1990,20,7,1,NA,5,Fucus distichus,NA,NA
1990,20,8,1,NA,7,Fucus distichus,NA,NA
1990,20,9,1,NA,9,Fucus distichus,NA,NA
1990,20,9,2,NA,7,Fucus distichus,NA,NA
1990,20,9,3,NA,6,Fucus distichus,NA,NA
1990,20,10,1,NA,NA,NA,NA,NA
1990,20,11,1,NA,NA,NA,NA,NA
1990,20,11,2,NA,NA,NA,NA,NA
1990,20,11,3,NA,NA,NA,NA,NA
1990,20,12,1,NA,NA,NA,NA,NA
1990,20,13,1,NA,NA,NA,NA,NA
1991,20,0,1,NA,NA,NA,NA,NA
1991,20,0,2,NA,NA,NA,NA,NA
1991,20,0,3,NA,NA,NA,NA,NA
1991,20,1,1,NA,NA,NA,NA,NA
1991,20,2,1,NA,NA,NA,NA,NA
1991,20,2,2,NA,NA,NA,NA,NA
1991,20,2,3,NA,NA,NA,NA,NA
1991,20,3,1,NA,NA,NA,NA,NA
1991,20,4,1,NA,NA,NA,NA,NA
1991,20,4,2,NA,NA,NA,NA,NA
1991,20,4,3,NA,NA,NA,NA,NA
1991,20,5,1,NA,NA,NA,NA,NA
1991,20,6,1,NA,7,Fucus spiralis,NA,NA
1991,20,6,2,NA,7,Fucus spp.,NA,NA
1991,20,6,3,NA,7,Fucus spiralis,NA,NA
1991,20,7,1,NA,6,Fucus spp.,NA,NA
1991,20,8,1,NA,10,Fucus spp.,NA,NA
1991,20,8,2,NA,9,Fucus spp.,NA,NA
1991,20,8,3,NA,9,Fucus spp.,NA,NA
1991,20,9,1,NA,NA,NA,NA,NA
1991,20,10,1,NA,NA,NA,NA,NA
1991,20,10,2,NA,NA,NA,NA,NA
1991,20,10,3,NA,NA,NA,NA,NA
1991,20,11,1,NA,NA,NA,NA,NA
1991,20,12,1,NA,NA,NA,NA,NA
1991,20,12,2,NA,NA,NA,NA,NA
1991,20,12,3,NA,NA,NA,NA,NA
1991,20,13,1,NA,NA,NA,NA,NA
1992,20,0,1,NA,NA,NA,NA,NA
1992,20,0,2,NA,NA,NA,NA,NA
1992,20,0,3,NA,NA,NA,NA,NA
1992,20,1,1,NA,NA,NA,NA,NA
1992,20,1,2,NA,NA,NA,NA,NA
1992,20,1,3,NA,NA,NA,NA,NA
1992,20,2,1,NA,NA,NA,NA,NA
1992,20,2,2,NA,NA,NA,NA,NA
1992,20,2,3,NA,NA,NA,NA,NA
1992,20,3,1,NA,NA,NA,NA,NA
1992,20,3,2,NA,NA,NA,NA,NA
1992,20,3,3,NA,NA,NA,NA,NA
1992,20,4,1,NA,NA,NA,NA,NA
1992,20,4,2,NA,NA,NA,NA,NA
1992,20,4,3,NA,NA,NA,NA,NA
1992,20,5,1,NA,NA,NA,NA,NA
1992,20,5,2,NA,NA,NA,NA,NA
1992,20,5,3,NA,NA,NA,NA,NA
1992,20,6,1,NA,4,Fucus spp.,NA,NA
1992,20,6,2,NA,NA,NA,NA,NA
1992,20,6,3,NA,3,Fucus spiralis,NA,NA
1992,20,7,1,NA,5,Fucus spp.,NA,NA
1992,20,7,2,NA,5,Fucus spp.,NA,NA
1992,20,7,3,NA,2,Fucus spp.,NA,NA
1992,20,8,1,NA,4,Fucus spp.,NA,NA
1992,20,8,2,NA,6,Fucus distichus,NA,NA
1992,20,8,3,NA,6,Fucus distichus,NA,NA
1992,20,9,1,NA,4,Fucus distichus,NA,NA
1992,20,9,2,NA,6,Fucus distichus,NA,NA
1992,20,9,3,NA,nd,Fucus spp.,NA,NA
1992,20,10,1,NA,NA,NA,NA,NA
1992,20,10,2,NA,6,Fucus spp.,NA,NA
1992,20,10,3,NA,3,Fucus distichus,NA,NA
1992,20,11,1,NA,NA,NA,NA,NA
1992,20,11,2,NA,NA,NA,NA,NA
1992,20,11,3,NA,NA,NA,NA,NA
1993,20,0,1,NA,NA,NA,NA,NA
1993,20,0,2,NA,NA,NA,NA,NA
1993,20,0,3,NA,NA,NA,NA,NA
1993,20,1,1,NA,NA,NA,NA,NA
1993,20,1,2,NA,NA,NA,NA,NA
1993,20,1,3,NA,NA,NA,NA,NA
1993,20,2,1,NA,NA,NA,NA,NA
1993,20,2,2,NA,NA,NA,NA,NA
1993,20,2,3,NA,NA,NA,NA,NA
1993,20,3,1,NA,NA,NA,NA,NA
1993,20,3,2,NA,NA,NA,NA,NA
1993,20,3,3,NA,NA,NA,NA,NA
1993,20,4,1,NA,NA,NA,NA,NA
1993,20,4,2,NA,NA,NA,NA,NA
1993,20,4,3,NA,NA,NA,NA,NA
1993,20,5,1,NA,NA,NA,NA,NA
1993,20,5,2,NA,NA,NA,NA,NA
1993,20,5,3,NA,5,Fucus spp.,NA,NA
1993,20,6,1,NA,5,Fucus distichus,NA,NA
1993,20,6,2,NA,5,Fucus distichus,NA,NA
1993,20,6,3,NA,5,Fucus distichus,NA,NA
1993,20,7,1,NA,10,Fucus distichus,NA,NA
1993,20,7,2,NA,2,Fucus distichus,NA,NA
1993,20,7,3,NA,10,Fucus spp.,NA,NA
1993,20,8,1,NA,7,Fucus distichus,NA,NA
1993,20,8,2,NA,10,Fucus distichus,NA,NA
1993,20,8,3,NA,6,Fucus distichus,NA,NA
1993,20,9,1,NA,2,Fucus distichus,NA,NA
1993,20,9,2,NA,7,Fucus distichus,NA,NA
1993,20,9,3,NA,7,Fucus distichus,NA,NA
1993,20,10,1,NA,7,Fucus distichus,NA,NA
1993,20,10,2,NA,3,Fucus distichus,NA,NA
1993,20,10,3,NA,5,Fucus distichus,NA,NA
1993,20,11,1,NA,NA,NA,NA,NA
1993,20,11,2,NA,NA,NA,NA,NA
1993,20,11,3,NA,NA,NA,NA,NA
1993,20,12,1,NA,NA,NA,NA,NA
1993,20,12,2,NA,NA,NA,NA,NA
1993,20,12,3,NA,NA,NA,NA,NA
1994,20,0,1,NA,NA,NA,NA,NA
1994,20,0,2,NA,NA,NA,NA,NA
1994,20,0,3,NA,NA,NA,NA,NA
1994,20,1,1,NA,NA,NA,NA,NA
1994,20,1,2,NA,NA,NA,NA,NA
1994,20,1,3,NA,NA,NA,NA,NA
1994,20,2,1,NA,NA,NA,NA,NA
1994,20,2,2,NA,NA,NA,NA,NA
1994,20,2,3,NA,NA,NA,NA,NA
1994,20,3,1,NA,NA,NA,NA,NA
1994,20,3,2,NA,NA,NA,NA,NA
1994,20,3,3,NA,NA,NA,NA,NA
1994,20,4,1,NA,NA,NA,NA,NA
1994,20,4,2,NA,NA,NA,NA,NA
1994,20,4,3,NA,NA,NA,NA,NA
1994,20,5,1,NA,NA,NA,NA,NA
1994,20,5,2,NA,NA,NA,NA,NA
1994,20,5,3,NA,NA,NA,NA,NA
1994,20,6,1,NA,3,Fucus distichus,NA,NA
1994,20,6,2,NA,6,sp. & distichus,NA,NA
1994,20,6,3,NA,NA,NA,NA,NA
1994,20,7,1,NA,9,Fucus distichus,NA,NA
1994,20,7,2,NA,7.5,Fucus distichus,NA,NA
1994,20,7,3,NA,6,Fucus distichus,NA,NA
1994,20,8,1,NA,NA,NA,NA,NA
1994,20,8,2,NA,7.5,Fucus distichus,NA,NA
1994,20,8,3,NA,5,Fucus distichus,NA,NA
1994,20,9,1,NA,12.5,Fucus distichus,NA,NA
1994,20,9,2,NA,2.5,Fucus spp.,NA,NA
1994,20,9,3,NA,NA,NA,NA,NA
1994,20,10,1,NA,NA,NA,NA,NA
1994,20,10,2,NA,NA,NA,NA,NA
1994,20,10,3,NA,NA,NA,NA,NA
1994,20,11,1,NA,NA,NA,NA,NA
1994,20,11,2,NA,NA,NA,NA,NA
1994,20,11,3,NA,NA,NA,NA,NA
1994,20,12,1,NA,NA,NA,NA,NA
1994,20,12,2,NA,NA,NA,NA,NA
1994,20,12,3,NA,NA,NA,NA,NA
1994,20,13,1,NA,NA,NA,NA,NA
1994,20,13,2,NA,NA,NA,NA,NA
1994,20,13,3,NA,NA,NA,NA,NA
1995,20,0,1,NA,NA,NA,NA,NA
1995,20,0,2,NA,NA,NA,NA,NA
1995,20,0,3,NA,NA,NA,NA,NA
1995,20,1,1,NA,NA,NA,NA,NA
1995,20,1,2,NA,NA,NA,NA,NA
1995,20,1,3,NA,NA,NA,NA,NA
1995,20,2,1,NA,NA,NA,NA,NA
1995,20,2,2,NA,NA,NA,NA,NA
1995,20,2,3,NA,NA,NA,NA,NA
1995,20,3,1,NA,NA,NA,NA,NA
1995,20,3,2,NA,NA,NA,NA,NA
1995,20,3,3,NA,NA,NA,NA,NA
1995,20,4,1,NA,NA,NA,NA,NA
1995,20,4,2,NA,NA,NA,NA,NA
1995,20,4,3,NA,NA,NA,NA,NA
1995,20,5,1,NA,NA,NA,NA,NA
1995,20,5,2,NA,1.5,Fucus distichus,NA,NA
1995,20,5,3,NA,NA,NA,NA,NA
1995,20,6,1,NA,NA,NA,NA,NA
1995,20,6,2,NA,NA,NA,NA,NA
1995,20,6,3,NA,6.5,Fucus distichus,NA,NA
1995,20,8,1,NA,0.69999999999999996,Fucus distichus,NA,NA
1995,20,8,2,NA,NA,NA,NA,NA
1995,20,8,3,NA,nd,Fucus distichus,NA,NA
1995,20,10,1,NA,8.5,Fucus spp.,NA,NA
1995,20,10,2,NA,NA,NA,NA,NA
1995,20,10,3,NA,NA,NA,NA,NA
1995,20,11,1,NA,NA,NA,NA,NA
1996,20,0,2,NA,NA,NA,NA,NA
1996,20,0,3,NA,NA,NA,NA,NA
1996,20,1,1,NA,NA,NA,NA,NA
1996,20,1,2,NA,NA,NA,NA,NA
1996,20,1,3,NA,NA,NA,NA,NA
1996,20,2,1,NA,NA,NA,NA,NA
1996,20,2,2,NA,NA,NA,NA,NA
1996,20,2,3,NA,NA,NA,NA,NA
1996,20,3,1,NA,NA,NA,NA,NA
1996,20,3,2,NA,NA,NA,NA,NA
1996,20,3,3,NA,NA,NA,NA,NA
1996,20,4,1,NA,NA,NA,NA,NA
1996,20,4,2,NA,NA,NA,NA,NA
1996,20,4,3,NA,NA,NA,NA,NA
1996,20,5,1,NA,0.5,Fucus spp.,NA,NA
1996,20,5,2,NA,NA,NA,NA,NA
1996,20,5,3,NA,NA,NA,NA,NA
1996,20,6,1,NA,NA,NA,NA,NA
1996,20,6,2,NA,7.5,Fucus spp.,NA,NA
1996,20,6,3,NA,2.5,Fucus spp.,NA,NA
1996,20,7,1,NA,12.5,Fucus distichus,NA,NA
1996,20,7,2,NA,7,Fucus distichus,NA,NA
1996,20,8,1,NA,7,Fucus distichus,NA,NA
1996,20,8,2,NA,8,Fucus distichus,NA,NA
1996,20,8,3,NA,11.5,Fucus distichus,NA,NA
1996,20,9,1,NA,8,Fucus distichus,NA,NA
1996,20,9,2,NA,7,Fucus distichus,NA,NA
1996,20,9,3,NA,8.5,Fucus distichus,NA,NA
1996,20,10,1,NA,NA,NA,NA,NA
1996,20,10,2,NA,NA,NA,NA,NA
1996,20,10,3,NA,NA,NA,NA,NA
1996,20,11,1,NA,NA,NA,NA,NA
1996,20,11,2,NA,NA,NA,NA,NA
1996,20,11,3,NA,NA,NA,NA,NA
1997,20,0,1,NA,NA,NA,NA,NA
1997,20,0,2,NA,NA,NA,NA,NA
1997,20,0,3,NA,NA,NA,NA,NA
1997,20,1,1,NA,NA,NA,NA,NA
1997,20,1,2,NA,NA,NA,NA,NA
1997,20,1,3,NA,NA,NA,NA,NA
1997,20,2,1,NA,NA,NA,NA,NA
1997,20,2,2,NA,NA,NA,NA,NA
1997,20,2,3,NA,NA,NA,NA,NA
1997,20,3,1,NA,NA,NA,NA,NA
1997,20,3,2,NA,NA,NA,NA,NA
1997,20,3,3,NA,NA,NA,NA,NA
1997,20,4,1,NA,NA,NA,NA,NA
1997,20,4,2,NA,NA,NA,NA,NA
1997,20,4,3,NA,NA,NA,NA,NA
1997,20,5,1,NA,NA,NA,NA,NA
1997,20,5,2,NA,NA,NA,NA,NA
1997,20,5,3,NA,NA,NA,NA,NA
1997,20,6,1,NA,NA,NA,NA,NA
1997,20,6,2,NA,NA,NA,NA,NA
1997,20,6,3,NA,NA,NA,NA,NA
1997,20,7,1,NA,3,Fucus spp.,NA,NA
1997,20,7,2,NA,NA,NA,NA,NA
1997,20,7,3,NA,NA,NA,NA,NA
1997,20,8,1,NA,NA,NA,NA,NA
1997,20,8,2,NA,3.5,Fucus spp.,NA,NA
1997,20,8,3,NA,3.5,Fucus spp.,NA,NA
1997,20,9,1,NA,3,Fucus spp.,NA,NA
1997,20,9,2,NA,3,Fucus spp.,NA,NA
1997,20,9,3,NA,3.5,Fucus spp.,NA,NA
1997,20,10,1,NA,NA,NA,NA,NA
1997,20,10,2,NA,3,Fucus spp.,NA,NA
1997,20,10,3,NA,NA,NA,NA,NA
1997,20,11,1,NA,NA,NA,NA,NA
1997,20,11,2,NA,NA,NA,NA,NA
1997,20,11,3,NA,NA,NA,NA,NA
1997,20,12,1,NA,NA,NA,NA,NA
1997,20,12,2,NA,NA,NA,NA,NA
1997,20,12,3,NA,NA,NA,NA,NA
1998,20,0,1,no,NA,NA,NA,NA
1998,20,0,2,no,NA,NA,NA,NA
1998,20,0,3,NA,NA,NA,NA,NA
1998,20,1,1,NA,NA,NA,NA,NA
1998,20,1,2,NA,NA,NA,NA,NA
1998,20,1,3,NA,NA,NA,NA,NA
1998,20,2,1,NA,NA,NA,NA,NA
1998,20,2,2,NA,NA,NA,NA,NA
1998,20,2,3,NA,NA,NA,NA,NA
1998,20,3,1,NA,NA,NA,NA,NA
1998,20,3,2,NA,NA,NA,NA,NA
1998,20,3,3,NA,NA,NA,NA,NA
1998,20,4,1,NA,NA,NA,NA,NA
1998,20,4,2,NA,NA,NA,NA,NA
1998,20,4,3,NA,NA,NA,NA,NA
1998,20,5,1,NA,NA,NA,NA,NA
1998,20,5,2,NA,NA,NA,NA,NA
1998,20,5,3,NA,10,Fucus spp.,NA,NA
1998,20,6,1,NA,8,Fucus spp.,NA,NA
1998,20,6,2,NA,NA,NA,NA,NA
1998,20,6,3,NA,NA,NA,NA,NA
1998,20,7,1,NA,5,Fucus spp.,NA,NA
1998,20,7,2,NA,5,Fucus spp.,NA,NA
1998,20,7,3,NA,6,Fucus spp.,NA,NA
1998,20,8,1,NA,NA,NA,NA,NA
1998,20,8,2,NA,10,Fucus spp.,NA,NA
1998,20,8,3,NA,NA,NA,NA,NA
1998,20,9,1,NA,NA,NA,NA,NA
1998,20,9,2,NA,NA,NA,NA,NA
1998,20,9,3,NA,3,Fucus spp.,NA,NA
1998,20,10,1,NA,NA,NA,NA,NA
1998,20,10,2,NA,NA,NA,NA,NA
1998,20,10,3,NA,NA,NA,NA,NA
1998,20,11,1,NA,NA,NA,NA,NA
1998,20,11,2,NA,NA,NA,NA,NA
1998,20,11,3,NA,NA,NA,NA,NA
1998,20,12,1,NA,NA,NA,NA,NA
1998,20,12,2,NA,NA,NA,NA,NA
1998,20,12,3,NA,NA,NA,NA,NA
1999,20,0,1,NA,NA,NA,NA,NA
1999,20,0,2,NA,NA,NA,NA,NA
1999,20,0,3,NA,NA,NA,NA,NA
1999,20,1,1,NA,NA,NA,NA,NA
1999,20,1,2,NA,NA,NA,NA,NA
1999,20,1,3,NA,NA,NA,NA,NA
1999,20,2,1,NA,NA,NA,NA,NA
1999,20,2,2,NA,NA,NA,NA,NA
1999,20,2,3,NA,NA,NA,NA,NA
1999,20,3,1,NA,NA,NA,NA,NA
1999,20,3,2,NA,NA,NA,NA,NA
1999,20,3,3,NA,NA,NA,NA,NA
1999,20,4,1,NA,NA,NA,NA,NA
1999,20,4,2,NA,NA,NA,NA,NA
1999,20,4,3,NA,NA,NA,NA,NA
1999,20,5,1,NA,2,Fucus distichus,NA,NA
1999,20,5,2,NA,0,Fucus distichus,NA,NA
1999,20,5,3,NA,0,Fucus distichus,NA,NA
1999,20,6,1,NA,3,Fucus distichus,NA,NA
1999,20,6,2,NA,0,Fucus distichus,NA,NA
1999,20,6,3,NA,0,Fucus distichus,NA,NA
1999,20,7,1,NA,7,Fucus distichus,NA,NA
1999,20,7,2,NA,8,Fucus distichus,NA,NA
1999,20,7,3,NA,9.5,Fucus distichus,NA,NA
1999,20,8,1,NA,5.5,Fucus distichus,NA,NA
1999,20,8,2,NA,6,Fucus distichus,NA,NA
1999,20,8,3,NA,7,Fucus distichus,NA,NA
1999,20,9,1,NA,7,Fucus distichus,NA,NA
1999,20,9,2,NA,6,Fucus distichus,NA,NA
1999,20,9,3,NA,7.2999999999999998,Fucus distichus,NA,NA
1999,20,10,1,NA,0,NA,NA,NA
1999,20,10,2,NA,0,NA,NA,NA
1999,20,10,3,NA,0,NA,NA,NA
1999,20,11,1,NA,0,NA,NA,NA
1999,20,11,2,NA,0,NA,NA,NA
1999,20,11,3,NA,0,NA,NA,NA
1999,20,12,1,NA,0,NA,NA,NA
1999,20,12,2,NA,0,NA,NA,NA
1999,20,12,3,NA,0,NA,NA,NA
1999,20,13,1,NA,NA,NA,NA,NA
2000,20,0,1,NA,NA,NA,NA,NA
2000,20,0,2,NA,NA,NA,NA,NA
2000,20,0,3,NA,NA,NA,NA,NA
2000,20,1,1,NA,NA,NA,NA,NA
2000,20,1,2,NA,NA,NA,NA,NA
2000,20,1,3,NA,NA,NA,NA,NA
2000,20,2,1,NA,NA,NA,NA,NA
2000,20,2,2,NA,NA,NA,NA,NA
2000,20,2,3,NA,NA,NA,NA,NA
2000,20,3,1,NA,NA,NA,NA,NA
2000,20,3,2,NA,NA,NA,NA,NA
2000,20,3,3,NA,NA,NA,NA,NA
2000,20,4,1,NA,NA,NA,NA,NA
2000,20,4,2,NA,NA,NA,NA,NA
2000,20,4,3,NA,NA,NA,NA,NA
2000,20,5,1,NA,NA,NA,NA,NA
2000,20,5,2,NA,NA,NA,NA,NA
2000,20,5,3,NA,NA,NA,NA,NA
2000,20,6,1,NA,NA,NA,NA,NA
2000,20,6,2,NA,NA,NA,NA,NA
2000,20,6,3,NA,5.5,Fucus distichus,NA,NA
2000,20,7,1,NA,5,Fucus distichus,NA,NA
2000,20,7,2,NA,5.5,Fucus distichus,NA,NA
2000,20,7,3,NA,5.5999999999999996,Fucus distichus,NA,NA
2000,20,8,1,NA,6.5,Fucus distichus,NA,NA
2000,20,8,2,NA,6.2000000000000002,Fucus distichus,NA,NA
2000,20,8,3,NA,8,Fucus distichus,NA,NA
2000,20,9,1,NA,NA,NA,NA,NA
2000,20,9,2,NA,NA,NA,NA,NA
2000,20,9,3,NA,NA,NA,NA,NA
2000,20,10,1,NA,NA,NA,NA,NA
2000,20,10,2,NA,NA,NA,NA,NA
2000,20,10,3,NA,NA,NA,NA,NA
2000,20,11,1,NA,NA,NA,NA,NA
2000,20,11,2,NA,NA,NA,NA,NA
2000,20,11,3,NA,NA,NA,NA,NA
2000,20,12,1,NA,NA,NA,NA,NA
2000,20,12,2,NA,NA,NA,NA,NA
2000,20,12,3,NA,NA,NA,NA,NA
2000,20,13,1,NA,NA,NA,NA,NA
2000,20,13,2,NA,NA,NA,NA,NA
2000,20,13,3,NA,NA,NA,NA,NA
2001,20,0,1,NA,NA,NA,NA,NA
2001,20,0,2,NA,NA,NA,NA,NA
2001,20,0,3,NA,NA,NA,NA,NA
2001,20,1,1,NA,NA,NA,NA,NA
2001,20,1,2,NA,NA,NA,NA,NA
2001,20,1,3,NA,NA,NA,NA,NA
2001,20,2,1,NA,NA,NA,NA,NA
2001,20,2,2,NA,NA,NA,NA,NA
2001,20,2,3,NA,NA,NA,NA,NA
2001,20,3,1,NA,NA,NA,NA,NA
2001,20,3,2,NA,NA,NA,NA,NA
2001,20,3,3,NA,NA,NA,NA,NA
2001,20,4,1,NA,NA,NA,NA,NA
2001,20,4,2,NA,NA,NA,NA,NA
2001,20,4,3,NA,NA,NA,NA,NA
2001,20,5,1,NA,NA,NA,NA,NA
2001,20,5,2,NA,NA,NA,NA,NA
2001,20,5,3,NA,NA,NA,NA,NA
2001,20,6,1,NA,NA,NA,NA,NA
2001,20,6,2,NA,NA,NA,NA,NA
2001,20,6,3,NA,NA,NA,NA,NA
2001,20,7,1,NA,NA,NA,NA,NA
2001,20,7,2,NA,6,Fucus distichus,NA,NA
2001,20,7,3,NA,3,Fucus distichus,NA,NA
2001,20,8,1,NA,12,Fucus distichus,15,1
2001,20,8,2,NA,11,Fucus distichus,NA,NA
2001,20,8,3,NA,7,Fucus distichus,NA,NA
2001,20,9,1,NA,NA,NA,NA,NA
2001,20,9,2,NA,11.5,Fucus distichus,NA,NA
2001,20,9,3,NA,14,Fucus distichus,NA,NA
2001,20,10,1,NA,NA,NA,NA,NA
2001,20,10,2,NA,NA,NA,NA,NA
2001,20,10,3,NA,NA,NA,NA,NA
2001,20,11,1,NA,NA,NA,NA,NA
2001,20,11,2,NA,NA,NA,NA,NA
2001,20,11,3,NA,NA,NA,NA,NA
2001,20,12,1,NA,NA,NA,NA,NA
2001,20,12,2,NA,NA,NA,NA,NA
2001,20,12,3,NA,NA,NA,NA,NA
2001,20,13,1,NA,NA,NA,NA,NA
2001,20,13,2,NA,NA,NA,NA,NA
2001,20,13,3,NA,NA,NA,NA,NA
2001,20,14,1,NA,NA,NA,NA,NA
2001,20,14,2,NA,NA,NA,NA,NA
2001,20,14,3,NA,NA,NA,NA,NA
2002,20,0,1,NA,NA,NA,NA,NA
2002,20,0,2,NA,NA,NA,NA,NA
2002,20,0,3,NA,NA,NA,NA,NA
2002,20,1,1,NA,NA,NA,NA,NA
2002,20,1,2,NA,NA,NA,NA,NA
2002,20,1,3,NA,NA,NA,NA,NA
2002,20,2,1,NA,NA,NA,NA,NA
2002,20,2,2,NA,NA,NA,NA,NA
2002,20,2,3,NA,NA,NA,NA,NA
2002,20,3,1,NA,NA,NA,NA,NA
2002,20,3,2,NA,NA,NA,NA,NA
2002,20,3,3,NA,NA,NA,NA,NA
2002,20,4,1,NA,NA,NA,NA,NA
2002,20,4,2,NA,NA,NA,NA,NA
2002,20,4,3,NA,NA,NA,NA,NA
2002,20,5,1,NA,3,NA,NA,NA
2002,20,5,2,NA,NA,NA,NA,NA
2002,20,5,3,NA,NA,NA,NA,NA
2002,20,6,1,NA,8,NA,NA,NA
2002,20,6,2,NA,6,NA,NA,NA
2002,20,6,3,NA,3.7000000000000002,NA,NA,NA
2002,20,7,1,NA,7,NA,NA,NA
2002,20,7,2,NA,12,NA,NA,NA
2002,20,7,3,NA,5.0999999999999996,NA,NA,NA
2002,20,8,1,NA,3.5,NA,NA,NA
2002,20,8,2,NA,11,NA,NA,NA
2002,20,8,3,NA,9.5,NA,NA,NA
2002,20,9,1,NA,5,NA,NA,NA
2002,20,9,2,NA,11,NA,NA,NA
2002,20,9,3,NA,9,NA,NA,NA
2002,20,10,1,NA,NA,NA,NA,NA
2002,20,10,2,NA,NA,NA,NA,NA
2002,20,10,3,NA,NA,NA,NA,NA
2002,20,11,1,NA,NA,NA,NA,NA
2002,20,11,2,NA,NA,NA,NA,NA
2002,20,11,3,NA,NA,NA,NA,NA
2002,20,12,1,NA,NA,NA,NA,NA
2002,20,12,2,NA,NA,NA,NA,NA
2002,20,12,3,NA,NA,NA,NA,NA
2002,20,13,1,NA,NA,NA,NA,NA
2002,20,13,2,NA,NA,NA,NA,NA
2002,20,13,3,NA,NA,NA,NA,NA
2002,20,14,1,NA,NA,NA,NA,NA
2002,20,14,2,NA,NA,NA,NA,NA
2002,20,14,3,NA,NA,NA,NA,NA
2003,20,0,1,NA,NA,NA,NA,NA
2003,20,0,2,NA,NA,NA,NA,NA
2003,20,0,3,NA,NA,NA,NA,NA
2003,20,1,1,NA,NA,NA,NA,NA
2003,20,1,2,NA,NA,NA,NA,NA
2003,20,1,3,NA,NA,NA,NA,NA
2003,20,2,1,NA,NA,NA,NA,NA
2003,20,2,2,NA,NA,NA,NA,NA
2003,20,2,3,NA,NA,NA,NA,NA
2003,20,3,1,NA,NA,NA,NA,NA
2003,20,3,2,NA,NA,NA,NA,NA
2003,20,3,3,NA,NA,NA,NA,NA
2003,20,4,1,NA,NA,NA,NA,NA
2003,20,4,2,NA,NA,NA,NA,NA
2003,20,4,3,NA,NA,NA,NA,NA
